LECROYMAUI,0,Waveform
Segments,1,SegmentSize,97102
Segment,TrigTime,TimeSinceSegment1
#1,12-Nov-2019 04:01:05,0                 
Time,Ampl
1.56315e-05,-7.75317e-05
1.5632e-05,-7.75317e-05
1.56325e-05,-6.202536e-05
1.5633e-05,-6.977853e-05
1.56335e-05,-4.910341e-05
1.5634e-05,-6.202536e-05
1.56345e-05,-2.325951e-05
1.5635e-05,-5.685658e-05
1.56355e-05,-4.651902e-05
1.5636e-05,-8.528487e-05
1.56365e-05,-7.236292e-05
1.5637e-05,-7.75317e-05
1.56375e-05,-5.685658e-05
1.5638e-05,-8.528487e-05
1.56385e-05,-0.00010595999
1.5639e-05,-0.00012146633
1.56395e-05,-0.0001033756
1.564e-05,-8.011609e-05
1.56405e-05,-6.460975e-05
1.5641e-05,-5.685658e-05
1.56415e-05,-4.910341e-05
1.5642e-05,-3.101268e-05
1.56425e-05,-2.067512e-05
1.5643e-05,-1.809073e-05
1.56435e-05,-1.033756e-05
1.5644e-05,-1.550634e-05
1.56445e-05,-1.550634e-05
1.5645e-05,-1.292195e-05
1.56455e-05,-7.75317e-06
1.5646e-05,-2.842829e-05
1.56465e-05,-3.359707e-05
1.5647e-05,-4.651902e-05
1.56475e-05,-2.325951e-05
1.5648e-05,-3.359707e-05
1.56485e-05,-2.067512e-05
1.5649e-05,-1.033756e-05
1.56495e-05,-2.067512e-05
1.565e-05,-2.067512e-05
1.56505e-05,-2.58439e-06
1.5651e-05,-3.101268e-05
1.56515e-05,-1.809073e-05
1.5652e-05,-5.427219e-05
1.56525e-05,-3.876585e-05
1.5653e-05,-7.494731e-05
1.56535e-05,-5.944097e-05
1.5654e-05,-7.75317e-05
1.56545e-05,-5.427219e-05
1.5655e-05,-6.202536e-05
1.56555e-05,-3.876585e-05
1.5656e-05,-3.876585e-05
1.56565e-05,-1.033756e-05
1.5657e-05,-2.58439e-06
1.56575e-05,1.809073e-05
1.5658e-05,1.550634e-05
1.56585e-05,7.75317e-06
1.5659e-05,-2.58439e-06
1.56595e-05,-1.292195e-05
1.566e-05,-2.067512e-05
1.56605e-05,-1.550634e-05
1.5661e-05,0
1.56615e-05,-1.033756e-05
1.5662e-05,-3.101268e-05
1.56625e-05,-4.135024e-05
1.5663e-05,-6.202536e-05
1.56635e-05,-7.494731e-05
1.5664e-05,-4.393463e-05
1.56645e-05,-5.685658e-05
1.5665e-05,-4.910341e-05
1.56655e-05,-1.292195e-05
1.5666e-05,-2.325951e-05
1.56665e-05,-2.325951e-05
1.5667e-05,-3.101268e-05
1.56675e-05,0
1.5668e-05,-1.550634e-05
1.56685e-05,-2.58439e-06
1.5669e-05,2.58439e-06
1.56695e-05,5.16878e-06
1.567e-05,-5.16878e-06
1.56705e-05,-2.067512e-05
1.5671e-05,-2.58439e-05
1.56715e-05,-2.325951e-05
1.5672e-05,-3.876585e-05
1.56725e-05,-2.842829e-05
1.5673e-05,-4.135024e-05
1.56735e-05,-4.651902e-05
1.5674e-05,-5.944097e-05
1.56745e-05,-6.202536e-05
1.5675e-05,-4.910341e-05
1.56755e-05,-4.393463e-05
1.5676e-05,-6.977853e-05
1.56765e-05,-5.427219e-05
1.5677e-05,-5.16878e-05
1.56775e-05,-3.101268e-05
1.5678e-05,-5.427219e-05
1.56785e-05,-1.033756e-05
1.5679e-05,-3.618146e-05
1.56795e-05,-2.842829e-05
1.568e-05,-1.809073e-05
1.56805e-05,-2.067512e-05
1.5681e-05,-1.809073e-05
1.56815e-05,-1.550634e-05
1.5682e-05,-4.651902e-05
1.56825e-05,-2.842829e-05
1.5683e-05,-3.876585e-05
1.56835e-05,-2.325951e-05
1.5684e-05,-2.325951e-05
1.56845e-05,-3.359707e-05
1.5685e-05,-4.393463e-05
1.56855e-05,-6.460975e-05
1.5686e-05,-8.011609e-05
1.56865e-05,-0.00010595999
1.5687e-05,-9.045365e-05
1.56875e-05,-9.562243e-05
1.5688e-05,-7.494731e-05
1.56885e-05,-9.303804e-05
1.5689e-05,-0.00010595999
1.56895e-05,-9.045365e-05
1.569e-05,-7.75317e-05
1.56905e-05,-9.820682e-05
1.5691e-05,-8.786926e-05
1.56915e-05,-7.494731e-05
1.5692e-05,-8.786926e-05
1.56925e-05,-0.0001033756
1.5693e-05,-7.236292e-05
1.56935e-05,-8.270048e-05
1.5694e-05,-8.786926e-05
1.56945e-05,-9.045365e-05
1.5695e-05,-8.011609e-05
1.56955e-05,-9.045365e-05
1.5696e-05,-8.528487e-05
1.56965e-05,-9.045365e-05
1.5697e-05,-0.0001033756
1.56975e-05,-0.0001033756
1.5698e-05,-0.0001292195
1.56985e-05,-0.00014472584
1.5699e-05,-0.00014731023
1.56995e-05,-0.00013438828
1.57e-05,-0.00014472584
1.57005e-05,-0.00013180389
1.5701e-05,-0.00014214145
1.57015e-05,-0.00014731023
1.5702e-05,-0.0001550634
1.57025e-05,-0.00014989462
1.5703e-05,-0.00013180389
1.57035e-05,-0.00016023218
1.5704e-05,-0.00016540096
1.57045e-05,-0.00015247901
1.5705e-05,-0.00016023218
1.57055e-05,-0.00016023218
1.5706e-05,-0.00016798535
1.57065e-05,-0.00015764779
1.5707e-05,-0.0001550634
1.57075e-05,-0.00012146633
1.5708e-05,-0.00013955706
1.57085e-05,-0.00013180389
1.5709e-05,-0.0001292195
1.57095e-05,-0.00014472584
1.571e-05,-0.00012405072
1.57105e-05,-0.00013955706
1.5711e-05,-0.00016798535
1.57115e-05,-0.00018866047
1.5712e-05,-0.00020158242
1.57125e-05,-0.00019124486
1.5713e-05,-0.00019382925
1.57135e-05,-0.00019382925
1.5714e-05,-0.00021708876
1.57145e-05,-0.00019899803
1.5715e-05,-0.00018607608
1.57155e-05,-0.00017056974
1.5716e-05,-0.00019382925
1.57165e-05,-0.00016540096
1.5717e-05,-0.00018349169
1.57175e-05,-0.00017573852
1.5718e-05,-0.00017573852
1.57185e-05,-0.00014731023
1.5719e-05,-0.00018349169
1.57195e-05,-0.00016023218
1.572e-05,-0.00016281657
1.57205e-05,-0.00016798535
1.5721e-05,-0.00019641364
1.57215e-05,-0.0001809073
1.5722e-05,-0.00019641364
1.57225e-05,-0.00019899803
1.5723e-05,-0.00019899803
1.57235e-05,-0.00019382925
1.5724e-05,-0.00022742632
1.57245e-05,-0.00022742632
1.5725e-05,-0.00022484193
1.57255e-05,-0.0002325951
1.5726e-05,-0.00021967315
1.57265e-05,-0.00025585461
1.5727e-05,-0.00024551705
1.57275e-05,-0.00027911412
1.5728e-05,-0.00024293266
1.57285e-05,-0.00022484193
1.5729e-05,-0.00022742632
1.57295e-05,-0.00020158242
1.573e-05,-0.00020933559
1.57305e-05,-0.00020158242
1.5731e-05,-0.00023001071
1.57315e-05,-0.00020933559
1.5732e-05,-0.00023001071
1.57325e-05,-0.00021450437
1.5733e-05,-0.00021708876
1.57335e-05,-0.00018866047
1.5734e-05,-0.00023001071
1.57345e-05,-0.00019641364
1.5735e-05,-0.00021708876
1.57355e-05,-0.00021191998
1.5736e-05,-0.00024034827
1.57365e-05,-0.00024034827
1.5737e-05,-0.00025068583
1.57375e-05,-0.00024034827
1.5738e-05,-0.00024810144
1.57385e-05,-0.00023517949
1.5739e-05,-0.00026877656
1.57395e-05,-0.0002325951
1.574e-05,-0.00026360778
1.57405e-05,-0.00025585461
1.5741e-05,-0.00024034827
1.57415e-05,-0.00023776388
1.5742e-05,-0.00022225754
1.57425e-05,-0.0002067512
1.5743e-05,-0.00024551705
1.57435e-05,-0.00021450437
1.5744e-05,-0.0002325951
1.57445e-05,-0.00021967315
1.5745e-05,-0.00021708876
1.57455e-05,-0.00021191998
1.5746e-05,-0.00023001071
1.57465e-05,-0.00021967315
1.5747e-05,-0.0002325951
1.57475e-05,-0.00021967315
1.5748e-05,-0.000258439
1.57485e-05,-0.00026619217
1.5749e-05,-0.00029978924
1.57495e-05,-0.00030754241
1.575e-05,-0.00031529558
1.57505e-05,-0.00028945168
1.5751e-05,-0.00029978924
1.57515e-05,-0.00029720485
1.5752e-05,-0.00028945168
1.57525e-05,-0.00026360778
1.5753e-05,-0.00028169851
1.57535e-05,-0.00023517949
1.5754e-05,-0.000258439
1.57545e-05,-0.00025585461
1.5755e-05,-0.00023776388
1.57555e-05,-0.0002325951
1.5756e-05,-0.00023776388
1.57565e-05,-0.00024034827
1.5757e-05,-0.00023001071
1.57575e-05,-0.00023776388
1.5758e-05,-0.00023001071
1.57585e-05,-0.000258439
1.5759e-05,-0.00025585461
1.57595e-05,-0.00024551705
1.576e-05,-0.00026102339
1.57605e-05,-0.00025327022
1.5761e-05,-0.00028169851
1.57615e-05,-0.00027136095
1.5762e-05,-0.00029462046
1.57625e-05,-0.00026102339
1.5763e-05,-0.00025327022
1.57635e-05,-0.00025068583
1.5764e-05,-0.00025327022
1.57645e-05,-0.00025327022
1.5765e-05,-0.000258439
1.57655e-05,-0.00024293266
1.5766e-05,-0.00025327022
1.57665e-05,-0.0002067512
1.5767e-05,-0.0002325951
1.57675e-05,-0.00020158242
1.5768e-05,-0.00022742632
1.57685e-05,-0.0002067512
1.5769e-05,-0.00023001071
1.57695e-05,-0.00022484193
1.577e-05,-0.00021450437
1.57705e-05,-0.00024034827
1.5771e-05,-0.00023517949
1.57715e-05,-0.00022742632
1.5772e-05,-0.00026360778
1.57725e-05,-0.00023776388
1.5773e-05,-0.00026102339
1.57735e-05,-0.00024034827
1.5774e-05,-0.00026877656
1.57745e-05,-0.00024293266
1.5775e-05,-0.00026877656
1.57755e-05,-0.00023001071
1.5776e-05,-0.00025327022
1.57765e-05,-0.00024034827
1.5777e-05,-0.00025585461
1.57775e-05,-0.00022484193
1.5778e-05,-0.00024293266
1.57785e-05,-0.00021450437
1.5779e-05,-0.00024034827
1.57795e-05,-0.00020158242
1.578e-05,-0.00021191998
1.57805e-05,-0.00019899803
1.5781e-05,-0.00021708876
1.57815e-05,-0.00019641364
1.5782e-05,-0.00021191998
1.57825e-05,-0.0002067512
1.5783e-05,-0.0002067512
1.57835e-05,-0.00020416681
1.5784e-05,-0.0002325951
1.57845e-05,-0.00021450437
1.5785e-05,-0.00024551705
1.57855e-05,-0.00021708876
1.5786e-05,-0.00024810144
1.57865e-05,-0.00021967315
1.5787e-05,-0.00021967315
1.57875e-05,-0.00023001071
1.5788e-05,-0.0002067512
1.57885e-05,-0.00019382925
1.5789e-05,-0.00022484193
1.57895e-05,-0.00020416681
1.579e-05,-0.00023001071
1.57905e-05,-0.00019124486
1.5791e-05,-0.00021967315
1.57915e-05,-0.00020416681
1.5792e-05,-0.00023776388
1.57925e-05,-0.0001809073
1.5793e-05,-0.00020933559
1.57935e-05,-0.00019641364
1.5794e-05,-0.0002067512
1.57945e-05,-0.00018349169
1.5795e-05,-0.00018349169
1.57955e-05,-0.00015764779
1.5796e-05,-0.00019124486
1.57965e-05,-0.00016023218
1.5797e-05,-0.0002067512
1.57975e-05,-0.00017315413
1.5798e-05,-0.00021967315
1.57985e-05,-0.00018607608
1.5799e-05,-0.00021967315
1.57995e-05,-0.00021191998
1.58e-05,-0.00021708876
1.58005e-05,-0.00020416681
1.5801e-05,-0.00021191998
1.58015e-05,-0.00019899803
1.5802e-05,-0.00022484193
1.58025e-05,-0.00017315413
1.5803e-05,-0.00021191998
1.58035e-05,-0.0001809073
1.5804e-05,-0.00019124486
1.58045e-05,-0.00016281657
1.5805e-05,-0.00016540096
1.58055e-05,-0.00016798535
1.5806e-05,-0.00017573852
1.58065e-05,-0.00013438828
1.5807e-05,-0.00014989462
1.58075e-05,-0.00011629755
1.5808e-05,-0.0001550634
1.58085e-05,-0.00011888194
1.5809e-05,-0.00014731023
1.58095e-05,-0.00016023218
1.581e-05,-0.0001809073
1.58105e-05,-0.00013955706
1.5811e-05,-0.00015247901
1.58115e-05,-0.00015764779
1.5812e-05,-0.00017573852
1.58125e-05,-0.00018349169
1.5813e-05,-0.00018349169
1.58135e-05,-0.00017315413
1.5814e-05,-0.00017056974
1.58145e-05,-0.0001809073
1.5815e-05,-0.00018607608
1.58155e-05,-0.00019382925
1.5816e-05,-0.00017832291
1.58165e-05,-0.0001550634
1.5817e-05,-0.00017315413
1.58175e-05,-0.00014989462
1.5818e-05,-0.00014472584
1.58185e-05,-0.00011888194
1.5819e-05,-0.00013697267
1.58195e-05,-9.045365e-05
1.582e-05,-0.00011112877
1.58205e-05,-0.00010595999
1.5821e-05,-0.00011371316
1.58215e-05,-0.00012146633
1.5822e-05,-0.00014472584
1.58225e-05,-0.00013438828
1.5823e-05,-0.00014989462
1.58235e-05,-0.0001292195
1.5824e-05,-0.00014472584
1.58245e-05,-0.00013955706
1.5825e-05,-0.00016281657
1.58255e-05,-0.00013180389
1.5826e-05,-0.0001292195
1.58265e-05,-0.00012146633
1.5827e-05,-0.00013180389
1.58275e-05,-0.0001033756
1.5828e-05,-0.00013438828
1.58285e-05,-0.00011371316
1.5829e-05,-0.00010854438
1.58295e-05,-7.75317e-05
1.583e-05,-0.0001033756
1.58305e-05,-8.270048e-05
1.5831e-05,-7.494731e-05
1.58315e-05,-6.202536e-05
1.5832e-05,-8.528487e-05
1.58325e-05,-0.00010595999
1.5833e-05,-8.786926e-05
1.58335e-05,-9.820682e-05
1.5834e-05,-0.00012663511
1.58345e-05,-0.00012146633
1.5835e-05,-0.0001033756
1.58355e-05,-9.820682e-05
1.5836e-05,-0.00011112877
1.58365e-05,-7.75317e-05
1.5837e-05,-0.00010595999
1.58375e-05,-7.494731e-05
1.5838e-05,-7.494731e-05
1.58385e-05,-9.045365e-05
1.5839e-05,-0.00011371316
1.58395e-05,-0.00010595999
1.584e-05,-0.00010595999
1.58405e-05,-9.045365e-05
1.5841e-05,-0.00010079121
1.58415e-05,-0.00010079121
1.5842e-05,-9.045365e-05
1.58425e-05,-8.528487e-05
1.5843e-05,-7.75317e-05
1.58435e-05,-7.75317e-05
1.5844e-05,-7.494731e-05
1.58445e-05,-9.820682e-05
1.5845e-05,-7.494731e-05
1.58455e-05,-4.910341e-05
1.5846e-05,-6.977853e-05
1.58465e-05,-9.303804e-05
1.5847e-05,-9.045365e-05
1.58475e-05,-7.75317e-05
1.5848e-05,-8.011609e-05
1.58485e-05,-7.75317e-05
1.5849e-05,-9.303804e-05
1.58495e-05,-0.00010595999
1.585e-05,-9.045365e-05
1.58505e-05,-0.00011371316
1.5851e-05,-0.0001033756
1.58515e-05,-0.00011888194
1.5852e-05,-0.00012663511
1.58525e-05,-0.00011629755
1.5853e-05,-8.786926e-05
1.58535e-05,-9.820682e-05
1.5854e-05,-9.045365e-05
1.58545e-05,-8.011609e-05
1.5855e-05,-8.528487e-05
1.58555e-05,-8.786926e-05
1.5856e-05,-7.236292e-05
1.58565e-05,-6.202536e-05
1.5857e-05,-3.876585e-05
1.58575e-05,-4.135024e-05
1.5858e-05,-3.618146e-05
1.58585e-05,-5.427219e-05
1.5859e-05,-7.236292e-05
1.58595e-05,-8.786926e-05
1.586e-05,-7.494731e-05
1.58605e-05,-0.00010595999
1.5861e-05,-9.820682e-05
1.58615e-05,-0.0001033756
1.5862e-05,-0.00011112877
1.58625e-05,-0.00011371316
1.5863e-05,-0.00011629755
1.58635e-05,-0.00013697267
1.5864e-05,-0.00013438828
1.58645e-05,-0.00012146633
1.5865e-05,-0.00011629755
1.58655e-05,-0.00010854438
1.5866e-05,-0.00012146633
1.58665e-05,-0.00010854438
1.5867e-05,-9.303804e-05
1.58675e-05,-0.00010079121
1.5868e-05,-6.977853e-05
1.58685e-05,-0.00010079121
1.5869e-05,-7.75317e-05
1.58695e-05,-8.270048e-05
1.587e-05,-7.75317e-05
1.58705e-05,-0.00010595999
1.5871e-05,-0.00010854438
1.58715e-05,-9.045365e-05
1.5872e-05,-0.00012146633
1.58725e-05,-0.0001033756
1.5873e-05,-0.00011629755
1.58735e-05,-0.00012663511
1.5874e-05,-0.00012663511
1.58745e-05,-0.0001292195
1.5875e-05,-0.00014731023
1.58755e-05,-0.00013955706
1.5876e-05,-0.00014731023
1.58765e-05,-0.0001292195
1.5877e-05,-0.00010595999
1.58775e-05,-0.00011371316
1.5878e-05,-0.0001033756
1.58785e-05,-0.00011112877
1.5879e-05,-9.045365e-05
1.58795e-05,-8.270048e-05
1.588e-05,-8.528487e-05
1.58805e-05,-5.944097e-05
1.5881e-05,-7.75317e-05
1.58815e-05,-7.494731e-05
1.5882e-05,-8.270048e-05
1.58825e-05,-8.011609e-05
1.5883e-05,-7.494731e-05
1.58835e-05,-8.786926e-05
1.5884e-05,-9.303804e-05
1.58845e-05,-9.562243e-05
1.5885e-05,-0.0001033756
1.58855e-05,-0.0001033756
1.5886e-05,-0.00012146633
1.58865e-05,-0.0001292195
1.5887e-05,-0.00012663511
1.58875e-05,-0.00011112877
1.5888e-05,-0.0001033756
1.58885e-05,-0.00012663511
1.5889e-05,-0.00012405072
1.58895e-05,-0.00013180389
1.589e-05,-0.00013955706
1.58905e-05,-9.820682e-05
1.5891e-05,-0.00011888194
1.58915e-05,-9.820682e-05
1.5892e-05,-0.00011629755
1.58925e-05,-0.00013180389
1.5893e-05,-0.00012405072
1.58935e-05,-0.00011629755
1.5894e-05,-0.00011888194
1.58945e-05,-0.00011112877
1.5895e-05,-9.820682e-05
1.58955e-05,-8.786926e-05
1.5896e-05,-0.00011629755
1.58965e-05,-0.0001033756
1.5897e-05,-0.00012405072
1.58975e-05,-0.00010854438
1.5898e-05,-0.00013438828
1.58985e-05,-0.0001033756
1.5899e-05,-0.00013180389
1.58995e-05,-0.00011112877
1.59e-05,-0.00013697267
1.59005e-05,-0.00013180389
1.5901e-05,-0.00014731023
1.59015e-05,-0.00016023218
1.5902e-05,-0.0001550634
1.59025e-05,-0.00014731023
1.5903e-05,-0.00015764779
1.59035e-05,-0.0001292195
1.5904e-05,-0.00015764779
1.59045e-05,-0.00014214145
1.5905e-05,-0.00013955706
1.59055e-05,-0.00013438828
1.5906e-05,-0.00013438828
1.59065e-05,-0.00013180389
1.5907e-05,-0.00014472584
1.59075e-05,-0.00014214145
1.5908e-05,-0.00015247901
1.59085e-05,-0.00016023218
1.5909e-05,-0.00018349169
1.59095e-05,-0.00014472584
1.591e-05,-0.00014472584
1.59105e-05,-0.00012663511
1.5911e-05,-0.00013438828
1.59115e-05,-0.00015764779
1.5912e-05,-0.00016281657
1.59125e-05,-0.00015247901
1.5913e-05,-0.0001550634
1.59135e-05,-0.00013438828
1.5914e-05,-0.00016023218
1.59145e-05,-0.00012146633
1.5915e-05,-0.00013438828
1.59155e-05,-0.00012663511
1.5916e-05,-0.00012663511
1.59165e-05,-0.00012146633
1.5917e-05,-0.00013438828
1.59175e-05,-0.00012663511
1.5918e-05,-0.00013438828
1.59185e-05,-0.00014214145
1.5919e-05,-0.00016281657
1.59195e-05,-0.00015247901
1.592e-05,-0.00013180389
1.59205e-05,-0.00011888194
1.5921e-05,-0.00013180389
1.59215e-05,-0.00014214145
1.5922e-05,-0.00016023218
1.59225e-05,-0.00016540096
1.5923e-05,-0.0001809073
1.59235e-05,-0.00015247901
1.5924e-05,-0.00019641364
1.59245e-05,-0.00016281657
1.5925e-05,-0.00018607608
1.59255e-05,-0.00016798535
1.5926e-05,-0.00021191998
1.59265e-05,-0.00020158242
1.5927e-05,-0.0002325951
1.59275e-05,-0.00020416681
1.5928e-05,-0.00019382925
1.59285e-05,-0.00018607608
1.5929e-05,-0.00018866047
1.59295e-05,-0.00018607608
1.593e-05,-0.00017315413
1.59305e-05,-0.0001550634
1.5931e-05,-0.00017315413
1.59315e-05,-0.00017056974
1.5932e-05,-0.00018866047
1.59325e-05,-0.00019641364
1.5933e-05,-0.00017832291
1.59335e-05,-0.00016798535
1.5934e-05,-0.00018607608
1.59345e-05,-0.00016281657
1.5935e-05,-0.00017315413
1.59355e-05,-0.00014472584
1.5936e-05,-0.00018349169
1.59365e-05,-0.00017573852
1.5937e-05,-0.00021708876
1.59375e-05,-0.00019382925
1.5938e-05,-0.00019641364
1.59385e-05,-0.00018349169
1.5939e-05,-0.00020416681
1.59395e-05,-0.0002067512
1.594e-05,-0.00020933559
1.59405e-05,-0.00019124486
1.5941e-05,-0.00021191998
1.59415e-05,-0.00021191998
1.5942e-05,-0.00019641364
1.59425e-05,-0.00017832291
1.5943e-05,-0.0001809073
1.59435e-05,-0.00016023218
1.5944e-05,-0.00014731023
1.59445e-05,-0.00014989462
1.5945e-05,-0.00015247901
1.59455e-05,-0.0001292195
1.5946e-05,-0.00013180389
1.59465e-05,-0.00014214145
1.5947e-05,-0.00016798535
1.59475e-05,-0.00016281657
1.5948e-05,-0.00017315413
1.59485e-05,-0.0001809073
1.5949e-05,-0.00020416681
1.59495e-05,-0.00021967315
1.595e-05,-0.00021708876
1.59505e-05,-0.00020416681
1.5951e-05,-0.00020416681
1.59515e-05,-0.00019899803
1.5952e-05,-0.00021450437
1.59525e-05,-0.00021191998
1.5953e-05,-0.00021967315
1.59535e-05,-0.00020158242
1.5954e-05,-0.0001809073
1.59545e-05,-0.00017573852
1.5955e-05,-0.00016023218
1.59555e-05,-0.00016281657
1.5956e-05,-0.0001550634
1.59565e-05,-0.00014989462
1.5957e-05,-0.00015764779
1.59575e-05,-0.00016023218
1.5958e-05,-0.00016281657
1.59585e-05,-0.00016540096
1.5959e-05,-0.00018349169
1.59595e-05,-0.00017315413
1.596e-05,-0.00017573852
1.59605e-05,-0.00017056974
1.5961e-05,-0.00018607608
1.59615e-05,-0.00019382925
1.5962e-05,-0.00021450437
1.59625e-05,-0.00020158242
1.5963e-05,-0.00018866047
1.59635e-05,-0.00019124486
1.5964e-05,-0.00020158242
1.59645e-05,-0.00020158242
1.5965e-05,-0.00019124486
1.59655e-05,-0.00020416681
1.5966e-05,-0.00020416681
1.59665e-05,-0.0002067512
1.5967e-05,-0.00021450437
1.59675e-05,-0.00021191998
1.5968e-05,-0.00019899803
1.59685e-05,-0.00020933559
1.5969e-05,-0.0001809073
1.59695e-05,-0.00022484193
1.597e-05,-0.00020158242
1.59705e-05,-0.00019899803
1.5971e-05,-0.00022225754
1.59715e-05,-0.00018607608
1.5972e-05,-0.00021191998
1.59725e-05,-0.00016798535
1.5973e-05,-0.00018866047
1.59735e-05,-0.00016540096
1.5974e-05,-0.00020158242
1.59745e-05,-0.0001809073
1.5975e-05,-0.00021450437
1.59755e-05,-0.00017573852
1.5976e-05,-0.00021708876
1.59765e-05,-0.00019641364
1.5977e-05,-0.00022742632
1.59775e-05,-0.00019899803
1.5978e-05,-0.00021967315
1.59785e-05,-0.00019641364
1.5979e-05,-0.00019899803
1.59795e-05,-0.00017056974
1.598e-05,-0.00015764779
1.59805e-05,-0.00016798535
1.5981e-05,-0.00020416681
1.59815e-05,-0.00017832291
1.5982e-05,-0.00021708876
1.59825e-05,-0.00017315413
1.5983e-05,-0.00019641364
1.59835e-05,-0.00018866047
1.5984e-05,-0.00020158242
1.59845e-05,-0.00017832291
1.5985e-05,-0.00018866047
1.59855e-05,-0.00017056974
1.5986e-05,-0.00022484193
1.59865e-05,-0.00019641364
1.5987e-05,-0.00023776388
1.59875e-05,-0.00021191998
1.5988e-05,-0.00023001071
1.59885e-05,-0.00022225754
1.5989e-05,-0.00022742632
1.59895e-05,-0.00020416681
1.599e-05,-0.0002325951
1.59905e-05,-0.00019641364
1.5991e-05,-0.00021967315
1.59915e-05,-0.00018349169
1.5992e-05,-0.00022742632
1.59925e-05,-0.00019382925
1.5993e-05,-0.00021191998
1.59935e-05,-0.00015764779
1.5994e-05,-0.00018349169
1.59945e-05,-0.00017573852
1.5995e-05,-0.00020158242
1.59955e-05,-0.00020158242
1.5996e-05,-0.00017573852
1.59965e-05,-0.00019641364
1.5997e-05,-0.00021191998
1.59975e-05,-0.0002325951
1.5998e-05,-0.00020158242
1.59985e-05,-0.00021967315
1.5999e-05,-0.00023001071
1.59995e-05,-0.00023776388
1.6e-05,-0.00021191998
1.60005e-05,-0.00021708876
1.6001e-05,-0.00020933559
1.60015e-05,-0.00022484193
1.6002e-05,-0.00022742632
1.60025e-05,-0.00022225754
1.6003e-05,-0.00021450437
1.60035e-05,-0.00020416681
1.6004e-05,-0.00020416681
1.60045e-05,-0.00020158242
1.6005e-05,-0.00018866047
1.60055e-05,-0.00018349169
1.6006e-05,-0.00018607608
1.60065e-05,-0.00020416681
1.6007e-05,-0.00019382925
1.60075e-05,-0.00016798535
1.6008e-05,-0.00018607608
1.60085e-05,-0.00017573852
1.6009e-05,-0.0001809073
1.60095e-05,-0.0001809073
1.601e-05,-0.00018607608
1.60105e-05,-0.00018349169
1.6011e-05,-0.00018866047
1.60115e-05,-0.00021967315
1.6012e-05,-0.00022742632
1.60125e-05,-0.00023776388
1.6013e-05,-0.00022484193
1.60135e-05,-0.00021708876
1.6014e-05,-0.00023001071
1.60145e-05,-0.00021967315
1.6015e-05,-0.00021191998
1.60155e-05,-0.00019899803
1.6016e-05,-0.00018866047
1.60165e-05,-0.00019899803
1.6017e-05,-0.00016281657
1.60175e-05,-0.00019382925
1.6018e-05,-0.00018349169
1.60185e-05,-0.0001809073
1.6019e-05,-0.00016798535
1.60195e-05,-0.00018607608
1.602e-05,-0.00016540096
1.60205e-05,-0.00019382925
1.6021e-05,-0.00017056974
1.60215e-05,-0.00018349169
1.6022e-05,-0.00018866047
1.60225e-05,-0.00019899803
1.6023e-05,-0.00021191998
1.60235e-05,-0.00019382925
1.6024e-05,-0.00021708876
1.60245e-05,-0.00020158242
1.6025e-05,-0.00021967315
1.60255e-05,-0.00021191998
1.6026e-05,-0.00022484193
1.60265e-05,-0.00021191998
